,ibns_20u,ibns_20u_9n,vgs_m1,vgs_m1_9n,ibn_settl_err,name,type,time,OK
0,6297.878,6297.866,2.22765,2.153137,11.999999999755262,tran_LayGtAttTtVt,Lay,Sat Jun 29 00:12:05 2024,False
