,ibns_20u,ibns_20u_9n,vgs_m1,vgs_m1_9n,ibn_settl_err,name,type,time,OK
0,18.74314,18.740949999999998,1.344239,1.344228,2.1900000000007362,tran_SchGtAttTtVt,Sch,Fri Jun 28 19:35:53 2024,False
